"No.","Time","Source","Destination","Protocol","Length","Info"
"69","2025/047 00:41:21.238399","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","2a00:1450:4028:806::200e","HTTP3","97","Protected Payload (KP0), DCID=e2c5a349060eb6fb, PKN: 15, ACK, STREAM(6)"
"70","2025/047 00:41:21.305167","2a00:1450:4028:806::200e","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","QUIC","86","Protected Payload (KP0), PKN: 22, ACK"
"71","2025/047 00:41:21.401041","10.0.0.4","20.217.135.5","HTTP2","89","RST_STREAM[1]"
"72","2025/047 00:41:21.412196","10.0.0.4","20.217.135.5","HTTP2","124","HEADERS[3]: GET /copilot"
"73","2025/047 00:41:21.413722","10.0.0.4","185.199.110.154","TCP","66","50643  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"74","2025/047 00:41:21.424291","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"75","2025/047 00:41:21.424375","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=5124 Win=65280 Len=0"
"76","2025/047 00:41:21.425319","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"77","2025/047 00:41:21.425319","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"78","2025/047 00:41:21.425319","20.217.135.5","10.0.0.4","HTTP2","1465","HEADERS[1]: 200 OK[TLS segment of a reassembled PDU]"
"79","2025/047 00:41:21.425319","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"80","2025/047 00:41:21.425319","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"81","2025/047 00:41:21.425319","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"82","2025/047 00:41:21.425406","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=13590 Win=65280 Len=0"
"83","2025/047 00:41:21.425833","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"84","2025/047 00:41:21.425833","20.217.135.5","10.0.0.4","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"85","2025/047 00:41:21.425833","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"86","2025/047 00:41:21.425897","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=17652 Win=65280 Len=0"
"87","2025/047 00:41:21.454546","20.217.135.5","10.0.0.4","TCP","60","443  >  50641 [ACK] Seq=17652 Ack=3121 Win=74752 Len=0"
"88","2025/047 00:41:21.468148","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"89","2025/047 00:41:21.468148","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"90","2025/047 00:41:21.468272","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=20474 Win=65280 Len=0"
"91","2025/047 00:41:21.468757","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"92","2025/047 00:41:21.468757","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"93","2025/047 00:41:21.468757","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"94","2025/047 00:41:21.468757","20.217.135.5","10.0.0.4","HTTP2","1465","DATA[1]"
"95","2025/047 00:41:21.468824","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=26118 Win=65280 Len=0"
"96","2025/047 00:41:21.469187","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"97","2025/047 00:41:21.469187","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"98","2025/047 00:41:21.469187","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"99","2025/047 00:41:21.469248","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=30351 Win=65280 Len=0"
"100","2025/047 00:41:21.469385","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"101","2025/047 00:41:21.469385","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"102","2025/047 00:41:21.469440","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=33173 Win=65280 Len=0"
"103","2025/047 00:41:21.470295","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"104","2025/047 00:41:21.470295","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"105","2025/047 00:41:21.470295","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"106","2025/047 00:41:21.470355","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=37406 Win=65280 Len=0"
"107","2025/047 00:41:21.471236","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"108","2025/047 00:41:21.471236","20.217.135.5","10.0.0.4","TLSv1.3","590","DATA[1], DATA[1] (text/html)"
"109","2025/047 00:41:21.471282","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=39353 Win=65280 Len=0"
"110","2025/047 00:41:21.502577","185.199.110.154","10.0.0.4","TCP","66","443  >  50643 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=512"
"111","2025/047 00:41:21.502862","10.0.0.4","185.199.110.154","TCP","54","50643  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"112","2025/047 00:41:21.503598","10.0.0.4","185.199.110.154","TLSv1.3","2074","Client Hello (SNI=github.githubassets.com)"
"113","2025/047 00:41:21.539632","10.0.0.4","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"114","2025/047 00:41:21.561881","185.199.110.154","10.0.0.4","TCP","60","443  >  50643 [ACK] Seq=1 Ack=1453 Win=148992 Len=0"
"115","2025/047 00:41:21.561881","185.199.110.154","10.0.0.4","TCP","60","443  >  50643 [ACK] Seq=1 Ack=2021 Win=152064 Len=0"
"116","2025/047 00:41:21.561881","185.199.110.154","10.0.0.4","TLSv1.3","507","Server Hello, Change Cipher Spec, Encrypted Extensions, Finished, New Session Ticket"
"117","2025/047 00:41:21.565520","10.0.0.4","185.199.110.154","TLSv1.3","118","Change Cipher Spec, Finished"
"118","2025/047 00:41:21.622510","185.199.110.154","10.0.0.4","TCP","60","443  >  50643 [ACK] Seq=454 Ack=2085 Win=152064 Len=0"
"119","2025/047 00:41:21.816169","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"120","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"121","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"122","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","HTTP2","1465","HEADERS[3]: 200 OK[TLS segment of a reassembled PDU]"
"123","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"124","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"125","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"126","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"127","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"128","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"129","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"130","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"131","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"132","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"133","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","HTTP2","444","DATA[3]"
"134","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"135","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"136","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"137","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"138","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"139","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"140","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"141","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"142","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"143","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1275","[TLS segment of a reassembled PDU]"
"144","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","TLSv1.3","1465","[TLS segment of a reassembled PDU]"
"145","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","HTTP2","229","DATA[3]"
"146","2025/047 00:41:21.817200","20.217.135.5","10.0.0.4","HTTP2","85","DATA[3] (text/html)"
"147","2025/047 00:41:21.817416","10.0.0.4","20.217.135.5","TCP","54","50641  >  443 [ACK] Seq=3121 Ack=75034 Win=65280 Len=0"
"148","2025/047 00:41:22.013720","10.0.0.4","185.199.110.154","TCP","66","50644  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"149","2025/047 00:41:22.022515","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","2606:50c0:8000::154","TCP","86","50645  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"150","2025/047 00:41:22.023636","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","2a06:c701:4f46:4100::1","DNS","109","Standard query 0xb7dd A github-cloud.s3.amazonaws.com"
"151","2025/047 00:41:22.023821","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","2a06:c701:4f46:4100::1","DNS","109","Standard query 0xa1ec AAAA github-cloud.s3.amazonaws.com"
"152","2025/047 00:41:22.023937","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","2a06:c701:4f46:4100::1","DNS","113","Standard query 0x842e A user-images.githubusercontent.com"
"153","2025/047 00:41:22.024068","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","2a06:c701:4f46:4100::1","DNS","113","Standard query 0x3c52 AAAA user-images.githubusercontent.com"
"154","2025/047 00:41:22.053926","10.0.0.4","10.0.0.138","DNS","93","Standard query 0x842e A user-images.githubusercontent.com"
"155","2025/047 00:41:22.053933","10.0.0.4","10.0.0.138","DNS","89","Standard query 0xa1ec AAAA github-cloud.s3.amazonaws.com"
"156","2025/047 00:41:22.054176","10.0.0.4","10.0.0.138","DNS","89","Standard query 0xb7dd A github-cloud.s3.amazonaws.com"
"157","2025/047 00:41:22.069317","10.0.0.4","10.0.0.138","DNS","93","Standard query 0x3c52 AAAA user-images.githubusercontent.com"
"158","2025/047 00:41:22.081250","185.199.110.154","10.0.0.4","TCP","66","443  >  50644 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=512"
"159","2025/047 00:41:22.081381","10.0.0.4","185.199.110.154","TCP","54","50644  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"160","2025/047 00:41:22.088719","2606:50c0:8000::154","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","TCP","86","443  >  50645 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1432 SACK_PERM WS=512"
"161","2025/047 00:41:22.088840","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","2606:50c0:8000::154","TCP","74","50645  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"162","2025/047 00:41:22.110904","2a06:c701:4f46:4100::1","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","DNS","424","Standard query response 0xb7dd A github-cloud.s3.amazonaws.com CNAME s3-1-w.amazonaws.com CNAME s3-w.us-east-1.amazonaws.com A 54.231.199.201 A 52.217.33.220 A 3.5.29.124 A 52.217.173.249 A 52.217.104.244 A 3.5.27.106 A 54.231.132.249 A 3.5.25.237 NS ns-1173.awsdns-18.org NS ns-1620.awsdns-10.co.uk NS ns-328.awsdns-41.com NS ns-674.awsdns-20.net"
"163","2025/047 00:41:22.111757","2a06:c701:4f46:4100::1","2a06:c701:4f46:4100:5044:1cb7:1b58:317b","DNS","237","Standard query response 0xa1ec AAAA github-cloud.s3.amazonaws.com CNAME s3-1-w.amazonaws.com CNAME s3-w.us-east-1.amazonaws.com SOA ns-328.awsdns-41.com"
"164","2025/047 00:41:22.111757","10.0.0.138","10.0.0.4","DNS","105","Standard query response 0xb7dd A github-cloud.s3.amazonaws.com A 54.231.199.201"
"165","2025/047 00:41:22.113392","10.0.0.138","10.0.0.4","DNS","217","Standard query response 0xa1ec AAAA github-cloud.s3.amazonaws.com CNAME s3-1-w.amazonaws.com CNAME s3-w.us-east-1.amazonaws.com SOA ns-328.awsdns-41.com"
"166","2025/047 00:41:22.123186","10.0.0.4","185.199.110.154","TLSv1.3","2010","Client Hello (SNI=github.githubassets.com)"
